gia,dientich,kieunha,tang,phongngu,phongwc,phaply,linkweb,duong,xa,quan,thanhpho
4900.0,44.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-14-8/ket-tien-ban-gap-go-vap-pr38656556,Đường Phạm Văn Chiêu,Phường 14,Gò Vấp,Hồ Chí Minh
29000.0,100.0,Nhà mặt phố,5,6,5,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-tien-30m-doi-dien-khu-10-go-vap-pr35797911,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
15500.0,176.0,Nhà mặt phố,0,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-dang-giang-phuong-binh-hung-hoa/ban-gap-tien-dt-6x28-hien-trang-cap-4-tien-xay-moi-ban-15-5-ty-pr39027149,Đường Phạm Đăng Giảng,Phường Bình Hưng Hòa,Bình Tân,Hồ Chí Minh
12000.0,119.0,"Nhà biệt thự, liền kề",4,5,5,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/toi-can-ban-gap-pho-gs-metro-han-quoc-be-dt-7-x-17-thiet-4-lau-gia-16-ty-500tr-pr35870394,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh
11800.0,75.0,"Nhà biệt thự, liền kề",3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phuoc-long-b-prj-thap-muoi-merita/chinh-chu-gui-ban-nhieu-can-gia-tot-nhat-du-an-khang-dien-gia-chi-tu-11-8-ty-full-noi-that-pr38895823,Đường Liên Phường,Phường Phước Long B,Quận 9,Hồ Chí Minh
270000.0,2.0,Nhà mặt phố,1,0,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-tay-thanh/can-ban-gap-mt-ngay-ky-quy-dt-30x58m-2-000m2-chi-tieu-xay-9t-gia-270-ty-pr39019882,Đường Lê Trọng Tấn,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh
30000.0,100.0,Nhà mặt phố,5,5,6,Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-tien-tri-pr32601568,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
90000.0,550.0,Nhà mặt phố,1,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-binh-1-phuong-5-13/can-ban-gap-tien-p5-q11-dt-25x22m-550m2-doi-dien-dam-sen-tu-115-ty-ve-90-ty-pr39019769,Đường Hòa Bình,Phường 5,Quận 11,Hồ Chí Minh
5400.0,60.3,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-so-23-phuong-hiep-binh-chanh/can-goc-60m2-full-tho-hoan-cong-khu-ben-song-gan-pham-van-dong-hxh-kdc-hien-huu-gia-nhic-5-ty-pr39022105,Đường Số 23,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
54000.0,160.0,Nhà mặt phố,3,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-huu-nghia-phuong-5-9/kinh-doanh-vang-bac-da-quy-kim-cuong-xi-ma-khong-the-bo-lo-can-sieu-pham-nay-tai-cho-hoa-binh-pr38259740,Đường Bùi Hữu Nghĩa,Phường 5,Quận 5,Hồ Chí Minh
5200.0,72.0,Nhà riêng,2,3,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-16-3/can-tien-tra-ngan-hang-ban-gap-moi-xay-hem-p16-go-vap-pr38887852,Hẻm 2 sẹc Đường Lê Đức Thọ,Phường 16,Gò Vấp,Hồ Chí Minh
46800.0,110.0,Nhà mặt phố,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-7-4/ban-tien-kd-thoi-trang-cao-cap-nhat-nhi-sai-gon-showroom-ngang-8m-danh-cho-thuong-hieu-cao-cap-pr36993311,Đường Nguyễn Trãi,Phường 7,Quận 5,Hồ Chí Minh
19000.0,136.0,Nhà mặt phố,4,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doc-lap-phuong-tan-quy-2/ban-mtkd-q-phu-6x23m-2-lau-gia-chi-19-ty-tl-lh-huynh-thanh-pr39022097,Đường Độc Lập,Phường Tân Quý,Tân Phú,Hồ Chí Minh
30300.0,160.0,Nhà mặt phố,4,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-duc-hien-phuong-tay-thanh/chinh-chu-vay-ngan-hang-can-ban-gap-mt-quan-tan-phu-7-5x24m-gia-cuc-re-pr38485371,Đường Dương Đức Hiền,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh
6800.0,35.0,Nhà riêng,6,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-11-1/-sieu-dep-hxt-540-36-cmt8-p11-q3-dt-3-5x10-tret-5-lau-5-phong-ngu-6wc-gia-6-8-ty-con-tl-pr39019735,Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,Hồ Chí Minh
6500.0,82.0,Nhà riêng,3,4,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-13-phuong-hiep-binh-phuoc/ban-thu-duc-7-6m-x-14m-co-gara-6-phong-ngu-so-hong-gia-soc-pr39022011,Đường Quốc Lộ 13,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
27900.0,72.0,Nhà mặt phố,3,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-co-bac-phuong-cau-ong-lanh/ban-gap-mt-quan-1-4x18m-gia-re-hon-tien-quan-5-10-hoi-duy-t-voi-can-nay-pr38881123,Đường Cô Bắc,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh
17300.0,110.0,Nhà mặt phố,5,0,10,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cho-lon-phuong-11-3/can-ban-gap-goc-3-tien-11-quan-6-5-x18m-84m2-5t-18-ty-con-tl-pr37623859,Đường Chợ Lớn,Phường 11,Quận 6,Hồ Chí Minh
7250.0,65.0,Nhà riêng,3,4,4,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-7-9/hem-xh-10m-dtcn-65m2-3-tang-7-250-ty-tl-pr38687065,Đường Hoàng Hoa Thám,Phường 7,Bình Thạnh,Hồ Chí Minh
7600.0,68.0,Nhà riêng,3,3,3,,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-banh-phuong-17-3/re-nhat-phu-nhuan-giap-quan-1-chi-7-6-ty-68m2-ngang-5-3m-3tang-khong-lg-khong-loi-pt-pr39026237,Đường Huỳnh Văn Bánh,Phường 17,Phú Nhuận,Hồ Chí Minh
8600.0,110.3,Nhà mặt phố,0,2,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-xa-phu-xuan/bat-dong-san-dong-tien-tu-dong-ban-tien-30m-be-pr38170431,Đường Huỳnh Tấn Phát,Xã Phú Xuân,Nhà Bè,Hồ Chí Minh
13700.0,75.0,Nhà riêng,3,6,0,,https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phu-phuong-1-14/chinh-chu-ban-gap-truoc-tet-dep-q3-6x14-3-tang-6pn-16-ty-giam-con-13-7-ty-pr39021708,Đường Điện Biên Phủ,Phường 1,Quận 3,Hồ Chí Minh
7600.0,86.0,Nhà riêng,2,8,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-hung-phuong-9-8/ban-quan-8-1-lau-dt-4x21-5m-dep-co-ban-cong-pr35157197,Đường Phạm Hùng,Phường 9,Quận 8,Hồ Chí Minh
7500.0,45.6,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-5-17/ban-tien-kinh-doanh-khu-vip-sieu-dep-pr39019340,Đường Cách Mạng Tháng Tám,Phường 5,Tân Bình,Hồ Chí Minh
11000.0,95.0,Nhà riêng,4,7,8,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-10-phuong-tan-quy/hot-so-quan-7-4-g-95m2-co-thang-may-o-to-ngu-trong-11-ty-pr39021394,Đường 10,Phường Tân Quy,Quận 7,Hồ Chí Minh
24000.0,100.0,"Shophouse, nhà phố thương mại",5,5,0,Đang chờ sổ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-luong-1-phuong-10-8-prj-cityland-park-hills/-mat-tien-gia-tot-24-ty-pr39026411,Đường Nguyễn Văn Lượng,Phường 10,Gò Vấp,Hồ Chí Minh
8500.0,54.49,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-15-3/ban-q10-dep-gia-tot-pr39019276,Đường Cách Mạng Tháng Tám,Phường 15,Quận 10,Hồ Chí Minh
35000.0,250.0,"Nhà biệt thự, liền kề",0,0,0,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/gio-hang-chuyen-nhuong-gs-metrocity-be-gia-tot-t-cap-t-moi-t-call-0909218885-pr30385457,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh
15500.0,90.0,"Nhà biệt thự, liền kề",4,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-the-classia/-pho-san-vuon-khang-dien-15-5-ty-tra-truoc-5-3-ty-n-o-ngay-pr37256146,Đường Võ Chí Công,Phường Phú Hữu,Quận 9,Hồ Chí Minh
31000.0,91.0,Nhà mặt phố,6,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-12-5/ban-khach-san-mt-p-p-12-quan-10-doan-dep-dt-4-x-23m-kc-5-lau-gia-31-ty-tl-pr39019258,Đường Lê Hồng Phong,Phường 12,Quận 10,Hồ Chí Minh
240.0,100.0,Nhà mặt phố,3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-13-9/ban-mt-4x24m-3-tang-don-gia-240tr-m-khuc-giao-huynh-banh-p13-q-phu-nhuan-pr39021333,Đường Lê Văn Sỹ,Phường 13,Phú Nhuận,Hồ Chí Minh
40000.0,75.0,Nhà mặt phố,0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-dinh-tuy-phuong-26/sieu-re-tien-vo-van-tan-doan-2-chieu-dien-tich-4-8x16m-kc-5t-hdt-120-trieu-gia-40-ty-pr39026361,Đường Bùi Đình Túy,Phường 26,Bình Thạnh,Hồ Chí Minh
3250.0,64.0,Nhà riêng,4,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-tay-ho-phuong-7-11/ban-64m2-p-7-phu-nhuan-gia-3ty250-pr39019249,Đường Phan Tây Hồ,Phường 7,Phú Nhuận,Hồ Chí Minh
5800.0,32.0,Nhà riêng,3,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-25/ban-xvnt-sat-quan-1-tret-2-lau-san-thuong-dien-tich-su-dung-111m2-pr37241631,378/10 Đường Xô Viết Nghệ Tĩnh,Phường 25,Bình Thạnh,Hồ Chí Minh
45000.0,56.0,Nhà mặt phố,7,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-vien-phuong-pham-ngu-lao-1/ban-tien-tret-6-lau-hop-dong-thue-1-4-ty-1-nam-gia-45-ty-pr39025740,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh
11000.0,102.0,"Nhà biệt thự, liền kề",4,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dao-tri-phuong-phu-thuan-3-prj-jamona-city/con-8-can-pho-dt-5x17m-6x17m-9x17m-kc-tret-3-lau-shr-gia-12-ty-pr39019168,Đường Đào Trí,Phường Phú Thuận,Quận 7,Hồ Chí Minh
14000.0,72.0,Nhà riêng,4,5,5,Đã có sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-son-phuong-phu-thanh/-danh-cho-vip-tan-72m2-4-tang-gia-14-ty-pr39026141,Đường Nguyễn Sơn,Phường Phú Thạnh,Tân Phú,Hồ Chí Minh
26000.0,100.0,"Nhà biệt thự, liền kề",5,8,6,Hợp đồng mua bán,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/hang-ngop-mat-tien-30m-khu-hil-hoan-thien-co-thang-may-ngay-sieu-thi-lotter-gia-30-ty-pr35275504,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
19500.0,200.0,Nhà mặt phố,1,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-binh-long-phuong-hoa-thanh/ban-goc-2mt-12x20-goc-2mt-30m-19-5-ty-pr39019147,Đường Bình Long,Phường Hòa Thạnh,Tân Phú,Hồ Chí Minh
25000.0,100.0,Nhà mặt phố,6,5,5,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-14-1/ha-gia-33-ty-con-25-ty-goc-2-mt-p-14-q-3-5-5x18m-t-3-lau-hdt-96-trieu-th-doan-dep-pr38674983,Đường Lê Văn Sỹ,Phường 14,Quận 3,Hồ Chí Minh
8500.0,510.0,Nhà mặt phố,1,5,2,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-xuan-13-phuong-thanh-xuan/ban-tien-gan-quoc-lo-1a-11x45m-tho-cu-100-lon-gia-16-tr-m2-shr-pr38747476,Đường Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh
27000.0,100.0,Nhà mặt phố,5,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-tien-so-3-doi-dien-lotte-gia-27-ty-pr38895481,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
4850.0,48.0,Nhà riêng,2,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-khoi-phuong-9-11/go-vap-hem-xe-tai-48m2-2-tang-3pn-gap-ban-4-850-ty-tl-pr39020638,Đường Nguyễn Văn Khối,Phường 9,Gò Vấp,Hồ Chí Minh
27000.0,88.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ly-thuong-kiet-phuong-14-5/can-ban-gap-2-tien-quan-10-hcm-dt-88m2-2-tang-gia-ban-27-ty-pr38711887,Đường  Lý Thường Kiệt,Phường 14,Quận 10,Hồ Chí Minh
33500.0,102.0,Nhà mặt phố,7,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ba-vi-phuong-4-20/ban-gap-toa-mt-khu-san-bay-q-tan-binh-dt-7-2x18m-ham-7-tang-hdt-120-tr-th-gia-33-5-ty-pr39019073,Đường Ba Vì,Phường 4,Tân Bình,Hồ Chí Minh
7500.0,45.6,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-11-1/-tien-giap-ranh-q3-tan-binh-q10-gia-dau-tu-cuc-dep-pr39019018,Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,Hồ Chí Minh
8500.0,144.0,Nhà riêng,1,1,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-luong-the-vinh-phuong-tan-thoi-hoa/ban-gan-dam-sen-chinh-chu-hem-xe-tai-pr39024516,Đường Lương Thế Vinh,Phường Tân Thới Hòa,Tân Phú,Hồ Chí Minh
18000.0,148.0,"Shophouse, nhà phố thương mại",0,0,0,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tan-phu-19-prj-phu-my-hung/-mat-tien-dep-hop-dong-thue-san-so-hong-vinh-vien-tt-dai-den-thang-7-2025-pr37956753,Dự án Phú Mỹ Hưng,Phường Tân Phú,Quận 7,Hồ Chí Minh
21000.0,343.0,Nhà riêng,0,26,26,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/ngop-ngan-hang-ban-26-phong-tro-p-26-binh-thanh-gia-re-dt-377m-cn343m-gia-21-ty-pr39019003,Đường  Nguyễn Xí,Phường 26,Bình Thạnh,Hồ Chí Minh
6800.0,70.0,Nhà riêng,2,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-doan-phu-tu-phuong-an-lac-a/mat-tien-re-t-khu-vuc-4x17-tret-lau-dep-ban-6-8-ty-pr38811166,Đường Đoàn Phú Tứ,Phường An Lạc A,Bình Tân,Hồ Chí Minh
48000.0,208.0,Nhà mặt phố,8,8,8,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thu-phuong-9-12/hot-ban-vp-ham-8-tang-2mt-truoc-sau-dt-6-5x32m-hdt-180tr-gia-48ty-pr39025331,Đường Hoàng Văn Thụ,Phường 9,Phú Nhuận,Hồ Chí Minh
3200.0,67.0,Nhà riêng,1,3,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-so-6-phuong-long-binh-3/ban-6-gan-vinhome-grand-park-dt-67m2-hong-7m-gia-3-2ty-pr38699785,Đường Số 6,Phường Long Bình,Quận 9,Hồ Chí Minh
9500.0,119.0,"Nhà biệt thự, liền kề",4,4,4,Hợp đồng mua bán.,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/lh-pkd0-093-592-6999-gs-metro-7x17m-11-5-ty-7x18m-9-5x17m-10x20-18-ty-12-5x20m-15x20m-30-ty-pr36597734,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh.
18500.0,100.0,"Nhà biệt thự, liền kề",4,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-vi-dep-100m-p10-go-vap-gia-18-5-ty-pr39020515,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
29000.0,95.0,"Nhà biệt thự, liền kề",0,0,0,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-an-phu-prj-the-global-city/cat-lo-can-pho-phan-khu-soho-quan-2-gia-thap-hon-cdt-5-6-ty-pr34627728,Dự án The Global City,Phường An Phú,Quận 2,Hồ Chí Minh
39500.0,968.0,"Nhà biệt thự, liền kề",4,5,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-pham-the-hien-phuong-7-6/b-an-b-iet-gan-1000m-quan-8-dt-968m2-tien-40-t-y-bot-loc-sap-si-42t-r-m-pr38900547,Đường Phạm Thế Hiển,Phường 7,Quận 8,Hồ Chí Minh
12000.0,70.0,Nhà riêng,4,4,5,,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-sy-phuong-14-1/ban-4-tang-70m2-ngang-5x14m-quan-3-chu-gap-ban-pr39030596,Đường Lê Văn Sỹ,Phường 14,Quận 3,Hồ Chí Minh
11500.0,207.0,Nhà mặt phố,2,17,17,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-9-7-phuong-linh-xuan/chu-rat-ngop-nen-re-den-vay-11-5-ty-207-m2-9-x-23-tien-so-9-p-tp-thu-duc-pr39030466,Đường 9,Phường Linh Xuân,Thủ Đức,Hồ Chí Minh
10000.0,71.3,Nhà riêng,1,2,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pasteur-phuong-vo-thi-sau/chinh-chu-ban-gap-hem-1-71-3m3-10-ty-pr39038749?source=ad&adid=2317236,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
4800.0,60.8,Nhà riêng,3,3,4,,https://batdongsan.com.vn/ban-nha-rieng-duong-11-1-phuong-binh-hung-hoa/ban-lo-hem-o-to-so-11-p-bhh-tan-1-tret-2-lau-3pn-4-toilet-pr38984012,160/9/18 Đường 11,Phường Bình Hưng Hòa,Bình Tân,Hồ Chí Minh
4650.0,84.0,Nhà mặt phố,3,4,2,Đã có sổ.,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-cong-khi-xa-xuan-thoi-son/-2-lau-san-thuong-4-phong-ngu-mt-gan-nga-3-giong-hoc-mon-pr38716249,Đường Dương Công Khi,Xã Xuân Thới Sơn,Hóc Môn,Hồ Chí Minh
31000.0,100.0,Nhà mặt phố,6,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-7-4/ngop-bank-can-tien-ban-lo-10-ty-tien-ngay-dt-8x15m-6-tang-gia-31-ty-tl-pr39029598,Đường Trần Hưng Đạo,Phường 7,Quận 5,Hồ Chí Minh
4900.0,20.0,Nhà riêng,4,3,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-cong-quynh-phuong-nguyen-cu-trinh/-ban-25-31a-quan-1-pr38847234,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh
5350.0,48.0,Nhà riêng,2,3,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-to-hieu-phuong-hiep-tan/-ban-nh-dip-tet-dep-tret-2-lau-btct-pr39023403,Đường Tô Hiệu,Phường Hiệp Tân,Tân Phú,Hồ Chí Minh
33500.0,110.0,Nhà mặt phố,4,6,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-41-1-phuong-tan-phong-9/-kinh-doanh-sat-phu-my-hung-q7-gia-36ty-pr38104610,Đường 41,Phường Tân Phong,Quận 7,Hồ Chí Minh
36000.0,513.0,Nhà riêng,1,10,10,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26/ban-p26-binh-thanh-dt-12-5mx43m-dtcn-513m2-tret-lau-cap-4-gia-36-ty-tl-pr39029641,36a Đường Xô Viết Nghệ Tĩnh,Phường 26,Bình Thạnh,Hồ Chí Minh
21000.0,80.0,Nhà mặt phố,3,4,4,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-14-9/goc-2mt-p14-phu-nhuan-dt-8x10m-2-lau-gia-21-ty-chot-pr38941289,Đường Lê Văn Sỹ,Phường 14,Phú Nhuận,Hồ Chí Minh
8800.0,72.6,Nhà mặt phố,3,5,6,Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-vinh-phuong-hiep-tan/can-ban-gap-can-goc-2-tien-re-t-phu-pr39028953,Đường Nguyễn Văn Vịnh,Phường Hiệp Tân,Tân Phú,Hồ Chí Minh
6300.0,65.0,Nhà riêng,2,3,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-van-quang-phuong-10-10/chu-ngop-ha-ban-6-3-ty-tl-ban-hxh-66-51-p10-tb-dt-5x13-tret-lau-sieu-dep-pr38974638,Đường Trần Văn Quang,Phường 10,Tân Bình,Hồ Chí Minh
75000.0,195.0,"Nhà biệt thự, liền kề",4,4,5,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-tan-phu-19-prj-biet-thu-lau-dai-chateau/ban-vip-7-5x26m2-xay-dung-1-tret-3-429m2-4pn-5wc-so-hong-gia-75-ty-thuong-luong-pr39028737,Dự án Biệt thự Chateau,Phường Tân Phú,Quận 7,Hồ Chí Minh
3650.0,40.0,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-thu-do-phuong-phu-thanh/-mat-tien-4-x10-2-tang-btct-so-no-hau-3-ty-650-tl-pr38905728,Đường Trần Thủ Độ,Phường Phú Thạnh,Tân Phú,Hồ Chí Minh
1850.0,30.0,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-van-khoe-phuong-5-10/-ngop-q6-2-tang-sat-mat-tien-ngop-3-x8-so-1-ty-850-pr38962553,Đường Phan Văn Khỏe,Phường 5,Quận 6,Hồ Chí Minh
3700.0,30.0,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-dong-den-phuong-12-10/gia-chi-3-9-ty-hem-dt-3-1x10-1-lau-2pn-pr38903784,Đường Đồng Đen,Phường 12,Tân Bình,Hồ Chí Minh
37800.0,155.0,Nhà mặt phố,7,8,8,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-song-nhue-phuong-2-22/sieu-hiem-building-van-phong-tien-khu-san-bay-p2-q-tan-binh-8-2x24m-ham-6-tang-1-000m2-san-pr39028036,Đường Sông Nhuệ,Phường 2,Tân Bình,Hồ Chí Minh
24000.0,140.0,"Nhà biệt thự, liền kề",0,0,0,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-tho-vi-tri-dep-7x20m-ham-4-lau-so-hong-14m-gia-24-ty-thanh-toan-linh-hoat-city-pr38816018,Đường Quốc Lộ 13,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
7260.0,75.0,"Nhà biệt thự, liền kề",2,4,4,Sổ hồng.,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-park-riverside-tan-cang/ban-cho-thue-kdc-riverisde-nhieu-can-gia-tot-chinh-chu-pr38668444,Đường Bưng Ông Thoàn,Phường Phú Hữu,Quận 9,Hồ Chí Minh
5500.0,55.0,Nhà riêng,3,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-11-7/-moi-tinh-don-tet-chi-5-5-ty-hon-50m2-3-mat-thoang-pr39027983,Đường Lê Quang Định,Phường 11,Bình Thạnh,Hồ Chí Minh
6500.0,70.0,Nhà riêng,4,4,4,Sổ hồng riêng,https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-13-phuong-hiep-binh-phuoc/chiet-khau-khung-5-day-dong-bo-duy-t-truc-13-gia-tu-5-ty-den-6-5-ty-0931082268-pr33636916,Đường Quốc Lộ 13,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
